key,context,swedish,englishUK,englishUS,status,translator,lastModified,notes,charCount
b2b.nav.error_loading_wagon_menu_items,"      } catch (error) {         console.error('Error loading wagon menu items:', error);         // Fallback to sync version on error:AppLayout.jsx",Error loading wagon menu items:,,,new,,,"From       } catch (error) {         console.error('Error loading wagon menu items:', error);         // Fallback to sync version on error",31
b2b.nav.kontakt_support,"    {       name: 'Kontakt & Support',       path: '/contact',:AppLayout.jsx",Kontakt & Support,,,new,,,"From     {       name: 'Kontakt & Support',       path: '/contact',",17
b2b.nav.profil,"    {       name: 'Profil',       path: '/profile',:AppLayout.jsx",Profil,,,new,,,"From     {       name: 'Profil',       path: '/profile',",6
b2b.nav.oversikt_och_statistik,"      icon: ChartBarIcon,       description: 'Översikt och statistik',     },:AppLayout.jsx",Översikt och statistik,,,new,,,"From       icon: ChartBarIcon,       description: 'Översikt och statistik',     },",22
b2b.nav.kunder,"    {       name: 'Kunder',       path: '/admin/users',:AppLayout.jsx",Kunder,,,new,,,"From     {       name: 'Kunder',       path: '/admin/users',",6
b2b.nav.hantera_anvandare,"      icon: UsersIcon,       description: 'Hantera användare',     },:AppLayout.jsx",Hantera användare,,,new,,,"From       icon: UsersIcon,       description: 'Hantera användare',     },",17
b2b.nav.ordrar,"    {       name: 'Ordrar',       path: '/admin/orders',:AppLayout.jsx",Ordrar,,,new,,,"From     {       name: 'Ordrar',       path: '/admin/orders',",6
b2b.nav.hantera_bestallningar,"      icon: ClipboardDocumentListIcon,       description: 'Hantera beställningar',     },:AppLayout.jsx",Hantera beställningar,,,new,,,"From       icon: ClipboardDocumentListIcon,       description: 'Hantera beställningar',     },",21
b2b.nav.produkter,"    {       name: 'Produkter',       path: '/admin/products',:AppLayout.jsx",Produkter,,,new,,,"From     {       name: 'Produkter',       path: '/admin/products',",9
b2b.nav.hantera_produkter,"      icon: CubeIcon,       description: 'Hantera produkter',     },:AppLayout.jsx",Hantera produkter,,,new,,,"From       icon: CubeIcon,       description: 'Hantera produkter',     },",17
b2b.nav.marknadsforing,"    {       name: 'Marknadsföring',       path: '/admin/marketing',:AppLayout.jsx",Marknadsföring,,,new,,,"From     {       name: 'Marknadsföring',       path: '/admin/marketing',",14
b2b.nav.hantera_marknadsforingsmaterial,"      icon: MegaphoneIcon,       description: 'Hantera marknadsföringsmaterial',     },:AppLayout.jsx",Hantera marknadsföringsmaterial,,,new,,,"From       icon: MegaphoneIcon,       description: 'Hantera marknadsföringsmaterial',     },",31
b2b.nav.oversattningar,"    {       name: 'Översättningar',       path: '/admin/translations',:AppLayout.jsx",Översättningar,,,new,,,"From     {       name: 'Översättningar',       path: '/admin/translations',",14
b2b.nav.hantera_sprak_och_oversattningar,"      icon: LanguageIcon,       description: 'Hantera språk och översättningar',     },:AppLayout.jsx",Hantera språk och översättningar,,,new,,,"From       icon: LanguageIcon,       description: 'Hantera språk och översättningar',     },",32
b2b.nav.hantera_affiliatepartners,"      icon: UsersIcon,       description: 'Hantera affiliate-partners',     },:AppLayout.jsx",Hantera affiliate-partners,,,new,,,"From       icon: UsersIcon,       description: 'Hantera affiliate-partners',     },",26
b2b.nav.installningar,"    {       name: 'Inställningar',       path: '/admin/settings',:AppLayout.jsx",Inställningar,,,new,,,"From     {       name: 'Inställningar',       path: '/admin/settings',",13
b2b.nav.systeminstallningar,"      icon: Cog6ToothIcon,       description: 'Systeminställningar',     }:AppLayout.jsx",Systeminställningar,,,new,,,"From       icon: Cog6ToothIcon,       description: 'Systeminställningar',     }",19
b2b.nav.hidden_mdfixed_mdinsety0_mdflex_mdw64_mdflexcol,      {/* Desktop Sidebar */}       <div className=:hidden md:fixed md:inset-y-0 md:flex md:w-64 md:flex-col,hidden md:fixed md:inset-y-0 md:flex md:w-64 md:flex-col,,,new,,,From       {/* Desktop Sidebar */}       <div className=,56
b2b.nav.flex_flexshrink0_itemscenter_px4_py6,        <div className=:flex flex-grow flex-col overflow-y-auto border-r border-gray-200 bg-white shadow-sm,flex flex-shrink-0 items-center px-4 py-6,,,new,,,From         <div className=,41
b2b.nav.jph_innovation_ab_logo,                src=:/images/JPH_logo.webp,JPH Innovation AB Logo,,,new,,,From                 src=,22
b2b.nav.group_flex_itemscenter_px3_py2_textsm_fontmedium_r,                    to=:/,group flex items-center px-3 py-2 text-sm font-medium rounded-md text-gray-700 hover:bg-gray-50 hover:text-gray-900 mb-4,,,new,,,From                     to=,120
b2b.nav.absolute_inset0_flex_itemscenter,                      <div className=:relative my-4,absolute inset-0 flex items-center,,,new,,,From                       <div className=,34
b2b.nav.bgwhite_px2_textxs_textgray500_uppercase_trackingw,                        <div className=:relative flex justify-center,bg-white px-2 text-xs text-gray-500 uppercase tracking-wider font-semibold flex items-center,,,new,,,From                         <div className=,92
b2b.nav.ga_till_admin_panel,"                        />                         {t('nav.go_to_admin_panel', 'Gå till Admin Panel')}                       </Link>:AppLayout.jsx",Gå till Admin Panel,,,new,,,"From                         />                         {t('nav.go_to_admin_panel', 'Gå till Admin Panel')}                       </Link>",19
b2b.nav.h10_w10_roundedfull_bgblue600_flex_itemscenter_jus,              <div className=:flex-shrink-0,h-10 w-10 rounded-full bg-blue-600 flex items-center justify-center text-white font-bold,,,new,,,From               <div className=,88
b2b.nav.flex_itemscenter_spacex4,          <div className=:flex flex-1 justify-end px-6,flex items-center space-x-4,,,new,,,From           <div className=,27
b2b.nav.h8_w8_roundedfull_bgblue600_flex_itemscenter_justi,                <div className=:flex-shrink-0,h-8 w-8 rounded-full bg-blue-600 flex items-center justify-center text-white font-bold text-sm,,,new,,,From                 <div className=,94
b2b.nav.borderr_bordergray200_px4_textgray500_focusoutline,            type=:button,border-r border-gray-200 px-4 text-gray-500 focus:outline-none focus:ring-2 focus:ring-inset focus:ring-blue-500 md:hidden,,,new,,,From             type=,122
b2b.nav.open_sidebar,          >             <span className=:sr-only,Open sidebar,,,new,,,From           >             <span className=,12
b2b.nav.flex_flex1_itemscenter_pl3,          <div className=:flex flex-1 justify-between px-4,flex flex-1 items-center pl-3,,,new,,,From           <div className=,29
b2b.nav.fixed_inset0_z40_flex_mdhidden,        {isMobileMenuOpen && (           <div className=:fixed inset-0 z-40 flex md:hidden,fixed inset-0 z-40 flex md:hidden,,,new,,,From         {isMobileMenuOpen && (           <div className=,33
b2b.nav.ml1_flex_h10_w10_itemscenter_justifycenter_rounded,                  type=:button,ml-1 flex h-10 w-10 items-center justify-center rounded-full focus:outline-none focus:ring-2 focus:ring-inset focus:ring-white,,,new,,,From                   type=,126
b2b.nav.close_sidebar,                >                   <span className=:sr-only,Close sidebar,,,new,,,From                 >                   <span className=,13
b2b.nav.flex_flexshrink0_itemscenter_px4,                             <div className=:flex flex-shrink-0 items-center px-4,flex flex-shrink-0 items-center px-4,,,new,,,From                              <div className=,36
b2b.products._searching_for_product_variant_varianttype,      setLoading(true);       console.log(`🔍 Searching for product variant: ${variantType}`); :ProductDetailPopup.jsx,🔍 Searching for product variant: ${variantType},,,new,,,From       setLoading(true);       console.log(`🔍 Searching for product variant: ${variantType}`); ,48
b2b.products.b8shield_varianttype,"          ...matchingProduct,           name: `B8Shield ${variantType}`,           variantDescription: getVariantDescription(variantType),:ProductDetailPopup.jsx",B8Shield ${variantType},,,new,,,"From           ...matchingProduct,           name: `B8Shield ${variantType}`,           variantDescription: getVariantDescription(variantType),",23
b2b.products.skyddar_mot_undervattensvegetation,"    const baseFeatures = [       'Skyddar mot undervattensvegetation',       'Påverkar inte krokens funktion',:ProductDetailPopup.jsx",Skyddar mot undervattensvegetation,,,new,,,"From     const baseFeatures = [       'Skyddar mot undervattensvegetation',       'Påverkar inte krokens funktion',",34
b2b.products.paverkar_inte_krokens_funktion,"      'Skyddar mot undervattensvegetation',       'Påverkar inte krokens funktion',       'Enkelt att växla mellan drag',:ProductDetailPopup.jsx",Påverkar inte krokens funktion,,,new,,,"From       'Skyddar mot undervattensvegetation',       'Påverkar inte krokens funktion',       'Enkelt att växla mellan drag',",30
b2b.products.enkelt_att_vaxla_mellan_drag,"      'Påverkar inte krokens funktion',       'Enkelt att växla mellan drag',       'Passar krokstorlek 2, 4 och 6':ProductDetailPopup.jsx",Enkelt att växla mellan drag,,,new,,,"From       'Påverkar inte krokens funktion',       'Enkelt att växla mellan drag',       'Passar krokstorlek 2, 4 och 6'",28
b2b.products.passar_krokstorlek_2_4_och_6,"      'Enkelt att växla mellan drag',       'Passar krokstorlek 2, 4 och 6'     ];:ProductDetailPopup.jsx","Passar krokstorlek 2, 4 och 6",,,new,,,"From       'Enkelt att växla mellan drag',       'Passar krokstorlek 2, 4 och 6'     ];",29
b2b.products.bevarar_dragets_naturliga_farger,"    const variantSpecific = {       'TRANSPARENT': ['Bevarar dragets naturliga färger', 'Diskret skydd'],       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],:ProductDetailPopup.jsx",Bevarar dragets naturliga färger,,,new,,,"From     const variantSpecific = {       'TRANSPARENT': ['Bevarar dragets naturliga färger', 'Diskret skydd'],       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],",32
b2b.products.attraherar_rovfisk,"      'TRANSPARENT': ['Bevarar dragets naturliga färger', 'Diskret skydd'],       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],:ProductDetailPopup.jsx",Attraherar rovfisk,,,new,,,"From       'TRANSPARENT': ['Bevarar dragets naturliga färger', 'Diskret skydd'],       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],",18
b2b.products.traditionell_betesfarg,"      'TRANSPARENT': ['Bevarar dragets naturliga färger', 'Diskret skydd'],       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],:ProductDetailPopup.jsx",Traditionell betesfärg,,,new,,,"From       'TRANSPARENT': ['Bevarar dragets naturliga färger', 'Diskret skydd'],       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],",22
b2b.products.synlig_i_morka_vatten,"      'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],       'GLITTER': ['Reflekterar solljus', 'Attraktiv blinkning']:ProductDetailPopup.jsx",Synlig i mörka vatten,,,new,,,"From       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],       'GLITTER': ['Reflekterar solljus', 'Attraktiv blinkning']",21
b2b.products.perfekt_for_nattfiske,"      'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],       'GLITTER': ['Reflekterar solljus', 'Attraktiv blinkning']:ProductDetailPopup.jsx",Perfekt för nattfiske,,,new,,,"From       'RÖD': ['Attraherar rovfisk', 'Traditionell betesfärg'],       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],       'GLITTER': ['Reflekterar solljus', 'Attraktiv blinkning']",21
b2b.products.attraktiv_blinkning,"      'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],       'GLITTER': ['Reflekterar solljus', 'Attraktiv blinkning']     };:ProductDetailPopup.jsx",Attraktiv blinkning,,,new,,,"From       'FLUORESCERANDE': ['Synlig i mörka vatten', 'Perfekt för nattfiske'],       'GLITTER': ['Reflekterar solljus', 'Attraktiv blinkning']     };",19
b2b.products.b8shield_variant,"      id: `fallback-${variant.toLowerCase()}`,       name: `B8Shield ${variant}`,       description: getVariantDescription(variant),:ProductDetailPopup.jsx",B8Shield ${variant},,,new,,,"From       id: `fallback-${variant.toLowerCase()}`,       name: `B8Shield ${variant}`,       description: getVariantDescription(variant),",19
b2b.products.fixed_inset0_bgblack_bgopacity50_flex_itemscenter_,  return (     <div className=:fixed inset-0 bg-black bg-opacity-50 flex items-center justify-center z-[60] p-4,fixed inset-0 bg-black bg-opacity-50 flex items-center justify-center z-[60] p-4,,,new,,,From   return (     <div className=,80
b2b.products.bggradienttor_fromblue600_toindigo600_px6_py4_text,        {/* Header */}         <div className=:bg-gradient-to-r from-blue-600 to-indigo-600 px-6 py-4 text-white,bg-gradient-to-r from-blue-600 to-indigo-600 px-6 py-4 text-white,,,new,,,From         {/* Header */}         <div className=,65
b2b.products.textwhite_hovertextgray200_transitioncolors,              onClick={onClose}               className=:text-white hover:text-gray-200 transition-colors,text-white hover:text-gray-200 transition-colors,,,new,,,From               onClick={onClose}               className=,48
b2b.products.flex_itemsstart_textsm,"                    {product.variantFeatures.map((feature, index) => (                       <li key={index} className=:flex items-start text-sm",flex items-start text-sm,,,new,,,"From                     {product.variantFeatures.map((feature, index) => (                       <li key={index} className=",24
b2b.products.den_har_varianten_ar_perfekt_for_kunder_som_getsal,                <p className=:text-green-800 text-sm,Den här varianten är perfekt för kunder som {getSalesTip(variantType)},,,new,,,From                 <p className=,70
b2b.products.px6_py2_bgblue600_textwhite_roundedlg_hoverbgblue7,              onClick={onClose}               className=:px-6 py-2 bg-blue-600 text-white rounded-lg hover:bg-blue-700 transition-colors,px-6 py-2 bg-blue-600 text-white rounded-lg hover:bg-blue-700 transition-colors,,,new,,,From               onClick={onClose}               className=,79
b2b.training.valkommen,"      id: 'welcome',       title: t('training.welcome', 'Välkommen'),       subtitle: t('training.welcome_subtitle', 'Till B8Shield återförsäljarportal'),:TrainingModal.jsx",Välkommen,,,new,,,"From       id: 'welcome',       title: t('training.welcome', 'Välkommen'),       subtitle: t('training.welcome_subtitle', 'Till B8Shield återförsäljarportal'),",9
b2b.training.till_b8shield_aterforsaljarportal,"      title: t('training.welcome', 'Välkommen'),       subtitle: t('training.welcome_subtitle', 'Till B8Shield återförsäljarportal'),       icon: UserGroupIcon,:TrainingModal.jsx",Till B8Shield återförsäljarportal,,,new,,,"From       title: t('training.welcome', 'Välkommen'),       subtitle: t('training.welcome_subtitle', 'Till B8Shield återförsäljarportal'),       icon: UserGroupIcon,",33
b2b.training.flex_itemscenter_textgray700,            <ul className=:space-y-2,flex items-center text-gray-700,,,new,,,From             <ul className=,31
b2b.training.viktig_info_till_butikspersonal,"      id: 'problem',       title: t('training.staff_info_title', 'Viktig info till butikspersonal'),       subtitle: t('training.about_b8shield', 'Om B8Shield'),:TrainingModal.jsx",Viktig info till butikspersonal,,,new,,,"From       id: 'problem',       title: t('training.staff_info_title', 'Viktig info till butikspersonal'),       subtitle: t('training.about_b8shield', 'Om B8Shield'),",31
b2b.training.textsm_textamber800_italic,          <div className=:bg-amber-50 border-l-4 border-amber-400 p-4 rounded-r,text-sm text-amber-800 italic,,,new,,,From           <div className=,29
b2b.training.av_den_orsaken_ar_det_avgorande_att_ni,"      id: 'actions',       title: t('training.key_actions_title', 'Av den orsaken är det avgörande att ni'),       subtitle: t('training.to_sell_b8shield', 'För att sälja B8Shield'),:TrainingModal.jsx",Av den orsaken är det avgörande att ni,,,new,,,"From       id: 'actions',       title: t('training.key_actions_title', 'Av den orsaken är det avgörande att ni'),       subtitle: t('training.to_sell_b8shield', 'För att sälja B8Shield'),",38
b2b.training.for_att_salja_b8shield,"      title: t('training.key_actions_title', 'Av den orsaken är det avgörande att ni'),       subtitle: t('training.to_sell_b8shield', 'För att sälja B8Shield'),       icon: ExclamationTriangleIcon,:TrainingModal.jsx",För att sälja B8Shield,,,new,,,"From       title: t('training.key_actions_title', 'Av den orsaken är det avgörande att ni'),       subtitle: t('training.to_sell_b8shield', 'För att sälja B8Shield'),       icon: ExclamationTriangleIcon,",22
b2b.training.flex_itemsstart_bgwhite_roundedlg_p4_border_border,          <div className=:space-y-4,flex items-start bg-white rounded-lg p-4 border border-blue-200,,,new,,,From           <div className=,63
b2b.training.flexshrink0_w8_h8_bgblue600_textwhite_roundedfull_,            <div className=:flex items-start bg-white rounded-lg p-4 border border-blue-200,flex-shrink-0 w-8 h-8 bg-blue-600 text-white rounded-full flex items-center justify-center text-sm font-bold,,,new,,,From             <div className=,108
b2b.training.sa_forklarar_du_produkten_pa_15_sekunder,"      id: 'pitch',       title: t('training.pitch_title', 'Så förklarar du produkten på 15 sekunder'),       subtitle: t('training.pitch_subtitle', 'Säg detta till kunden'),:TrainingModal.jsx",Så förklarar du produkten på 15 sekunder,,,new,,,"From       id: 'pitch',       title: t('training.pitch_title', 'Så förklarar du produkten på 15 sekunder'),       subtitle: t('training.pitch_subtitle', 'Säg detta till kunden'),",40
b2b.training.sag_detta_till_kunden,"      title: t('training.pitch_title', 'Så förklarar du produkten på 15 sekunder'),       subtitle: t('training.pitch_subtitle', 'Säg detta till kunden'),       icon: UserGroupIcon,:TrainingModal.jsx",Säg detta till kunden,,,new,,,"From       title: t('training.pitch_title', 'Så förklarar du produkten på 15 sekunder'),       subtitle: t('training.pitch_subtitle', 'Säg detta till kunden'),       icon: UserGroupIcon,",21
b2b.training.w6_h6_bggreen600_textwhite_roundedfull_flex_itemsc,            <div className=:flex items-center mb-3,w-6 h-6 bg-green-600 text-white rounded-full flex items-center justify-center text-xs font-bold mr-3,,,new,,,From             <div className=,100
b2b.training.w6_h6_bggreen600_textwhite_roundedfull_flex_itemsc,            <div className=:flex items-start,w-6 h-6 bg-green-600 text-white rounded-full flex items-center justify-center text-xs font-bold mr-3 mt-1,,,new,,,From             <div className=,105
b2b.training.nar_man_inte_vill_kompromissa_med_fiskedragets_nat,"                  {[                     { name: 'TRANSPARENT', desc: t('training.variant_transparent_desc', 'När man inte vill kompromissa med fiskedragets naturliga färger och utseende') },                     { name: 'RÖD', desc: t('training.variant_red_desc', 'Utnyttja den traditionella röda färgen på många betesfiskar för att attrahera mer fisk') },:TrainingModal.jsx",När man inte vill kompromissa med fiskedragets naturliga färger och utseende,,,new,,,"From                   {[                     { name: 'TRANSPARENT', desc: t('training.variant_transparent_desc', 'När man inte vill kompromissa med fiskedragets naturliga färger och utseende') },                     { name: 'RÖD', desc: t('training.variant_red_desc', 'Utnyttja den traditionella röda färgen på många betesfiskar för att attrahera mer fisk') },",76
b2b.training.utnyttja_den_traditionella_roda_fargen_pa_manga_be,"                    { name: 'TRANSPARENT', desc: t('training.variant_transparent_desc', 'När man inte vill kompromissa med fiskedragets naturliga färger och utseende') },                     { name: 'RÖD', desc: t('training.variant_red_desc', 'Utnyttja den traditionella röda färgen på många betesfiskar för att attrahera mer fisk') },                     { name: 'FLUORESCERANDE', desc: t('training.variant_fluorescent_desc', 'När du skall natt fiska och vill attrahera fiskar i grumliga eller mörka vatten') },:TrainingModal.jsx",Utnyttja den traditionella röda färgen på många betesfiskar för att attrahera mer fisk,,,new,,,"From                     { name: 'TRANSPARENT', desc: t('training.variant_transparent_desc', 'När man inte vill kompromissa med fiskedragets naturliga färger och utseende') },                     { name: 'RÖD', desc: t('training.variant_red_desc', 'Utnyttja den traditionella röda färgen på många betesfiskar för att attrahera mer fisk') },                     { name: 'FLUORESCERANDE', desc: t('training.variant_fluorescent_desc', 'När du skall natt fiska och vill attrahera fiskar i grumliga eller mörka vatten') },",86
b2b.training.nar_du_skall_natt_fiska_och_vill_attrahera_fiskar_,"                    { name: 'RÖD', desc: t('training.variant_red_desc', 'Utnyttja den traditionella röda färgen på många betesfiskar för att attrahera mer fisk') },                     { name: 'FLUORESCERANDE', desc: t('training.variant_fluorescent_desc', 'När du skall natt fiska och vill attrahera fiskar i grumliga eller mörka vatten') },                     { name: 'GLITTER', desc: t('training.variant_glitter_desc', 'När man skall fiska i stark solljus hjälper dess gnistrande färg till med att attrahera mer fisk') }:TrainingModal.jsx",När du skall natt fiska och vill attrahera fiskar i grumliga eller mörka vatten,,,new,,,"From                     { name: 'RÖD', desc: t('training.variant_red_desc', 'Utnyttja den traditionella röda färgen på många betesfiskar för att attrahera mer fisk') },                     { name: 'FLUORESCERANDE', desc: t('training.variant_fluorescent_desc', 'När du skall natt fiska och vill attrahera fiskar i grumliga eller mörka vatten') },                     { name: 'GLITTER', desc: t('training.variant_glitter_desc', 'När man skall fiska i stark solljus hjälper dess gnistrande färg till med att attrahera mer fisk') }",79
b2b.training.nar_man_skall_fiska_i_stark_solljus_hjalper_dess_g,"                    { name: 'FLUORESCERANDE', desc: t('training.variant_fluorescent_desc', 'När du skall natt fiska och vill attrahera fiskar i grumliga eller mörka vatten') },                     { name: 'GLITTER', desc: t('training.variant_glitter_desc', 'När man skall fiska i stark solljus hjälper dess gnistrande färg till med att attrahera mer fisk') }                   ].map((variant, idx) => (:TrainingModal.jsx",När man skall fiska i stark solljus hjälper dess gnistrande färg till med att attrahera mer fisk,,,new,,,"From                     { name: 'FLUORESCERANDE', desc: t('training.variant_fluorescent_desc', 'När du skall natt fiska och vill attrahera fiskar i grumliga eller mörka vatten') },                     { name: 'GLITTER', desc: t('training.variant_glitter_desc', 'När man skall fiska i stark solljus hjälper dess gnistrande färg till med att attrahera mer fisk') }                   ].map((variant, idx) => (",96
b2b.training.klicka_for_detaljer,                      <div className=:text-gray-600,Klicka för detaljer,,,new,,,From                       <div className=,19
b2b.training.vanliga_fragor,"      id: 'objections',       title: t('training.objections_title', 'Vanliga frågor'),       subtitle: t('training.objections_subtitle', 'Och vad du svarar'),:TrainingModal.jsx",Vanliga frågor,,,new,,,"From       id: 'objections',       title: t('training.objections_title', 'Vanliga frågor'),       subtitle: t('training.objections_subtitle', 'Och vad du svarar'),",14
b2b.training.och_vad_du_svarar,"      title: t('training.objections_title', 'Vanliga frågor'),       subtitle: t('training.objections_subtitle', 'Och vad du svarar'),       icon: QuestionMarkCircleIcon,:TrainingModal.jsx",Och vad du svarar,,,new,,,"From       title: t('training.objections_title', 'Vanliga frågor'),       subtitle: t('training.objections_subtitle', 'Och vad du svarar'),       icon: QuestionMarkCircleIcon,",17
b2b.training.kommer_fisken_sluta_hugga,              <QuestionMarkCircleIcon className=:h-4 w-4 text-blue-600 mr-2,Kommer fisken sluta hugga?,,,new,,,From               <QuestionMarkCircleIcon className=,26
b2b.training.forstor_det_gangen_pa_draget,              <QuestionMarkCircleIcon className=:h-4 w-4 text-green-600 mr-2,Förstör det gången på draget?,,,new,,,From               <QuestionMarkCircleIcon className=,29
b2b.training.nar_ska_man_anvanda_den,              <QuestionMarkCircleIcon className=:h-4 w-4 text-purple-600 mr-2,När ska man använda den?,,,new,,,From               <QuestionMarkCircleIcon className=,24
b2b.training.completion,"    {       id: 'completion',       title: t('training.completion_title', 'Grattis!'),:TrainingModal.jsx",completion,,,new,,,"From     {       id: 'completion',       title: t('training.completion_title', 'Grattis!'),",10
b2b.training.du_ar_nu_certifierad_b8shieldsaljare,"      title: t('training.completion_title', 'Grattis!'),       subtitle: t('training.completion_subtitle', 'Du är nu certifierad B8Shield-säljare'),       icon: TrophyIcon,:TrainingModal.jsx",Du är nu certifierad B8Shield-säljare,,,new,,,"From       title: t('training.completion_title', 'Grattis!'),       subtitle: t('training.completion_subtitle', 'Du är nu certifierad B8Shield-säljare'),       icon: TrophyIcon,",37
b2b.training.certifierad_b8shieldsaljare,            <TrophyIcon className=:h-16 w-16 mx-auto mb-4,Certifierad B8Shield-Säljare,,,new,,,From             <TrophyIcon className=,28
b2b.training.du_har_genomfort_saljutbildningen,            <h3 className=:text-xl font-bold mb-2,Du har genomfört säljutbildningen,,,new,,,From             <h3 className=,33
b2b.training.nu_kan_du,          <div className=:bg-white rounded-lg p-4 border border-gray-200,Nu kan du:,,,new,,,From           <div className=,10
b2b.training.forklara_b8shield_pa_15_sekunder,                <CheckCircleIcon className=:h-4 w-4 text-green-600 mr-2,Förklara B8Shield på 15 sekunder,,,new,,,From                 <CheckCircleIcon className=,32
b2b.training.hantera_kundinvandningar,                <CheckCircleIcon className=:h-4 w-4 text-green-600 mr-2,Hantera kundinvändningar,,,new,,,From                 <CheckCircleIcon className=,24
b2b.training.oka_din_forsaljning_med_ratt_teknik,                <CheckCircleIcon className=:h-4 w-4 text-green-600 mr-2,Öka din försäljning med rätt teknik,,,new,,,From                 <CheckCircleIcon className=,35
b2b.training.fixed_inset0_bgblack_bgopacity50_flex_itemscenter_,    <>       <div className=:fixed inset-0 bg-black bg-opacity-50 flex items-center justify-center z-50 p-4,fixed inset-0 bg-black bg-opacity-50 flex items-center justify-center z-50 p-4,,,new,,,From     <>       <div className=,78
b2b.training.flex_itemscenter_justifybetween_textxs_textgray600,              {/* Step counter and progress bar */}               <div className=:flex items-center justify-between text-xs text-gray-600 mb-1,flex items-center justify-between text-xs text-gray-600 mb-1,,,new,,,From               {/* Step counter and progress bar */}               <div className=,60
b2b.training.steg_current_av_total,              <div className=:flex items-center justify-between text-xs text-gray-600 mb-1,Steg {{current}} av {{total}},,,new,,,From               <div className=,29
b2b.training.bg459ca8_h2_roundedfull_transitionall_duration300,                <div                    className=:bg-[#459CA8] h-2 rounded-full transition-all duration-300,bg-[#459CA8] h-2 rounded-full transition-all duration-300,,,new,,,From                 <div                    className=,57
b2b.training.flex_itemscenter_justifybetween_pt2,              {/* Navigation buttons */}               <div className=:flex items-center justify-between pt-2,flex items-center justify-between pt-2,,,new,,,From               {/* Navigation buttons */}               <div className=,38
b2b.training.foregaende,                  <ArrowLeftIcon className=:h-4 w-4 mr-2,Föregående,,,new,,,From                   <ArrowLeftIcon className=,10
b2b.training.flex_itemscenter_textxs_textgray500,                                 <div className=:flex items-center text-xs text-gray-500,flex items-center text-xs text-gray-500,,,new,,,From                                  <div className=,39
b2b.training.borja_salja,                      <CheckCircleIcon className=:h-4 w-4 mr-2,Börja sälja!,,,new,,,From                       <CheckCircleIcon className=,12
b2b.contact._kontakt_support,            <h1 className=:text-3xl md:text-4xl font-bold mb-4,📞 Kontakt & Support,,,new,,,From             <h1 className=,20
b2b.contact.vi_ar_har_for_att_hjalpa_er_med_alla_era_fragor_oc,            <p className=:text-xl text-blue-100,Vi är här för att hjälpa er med alla era frågor och behov,,,new,,,From             <p className=,57
b2b.contact.text2xl_fontbold_textgray800_mb6_flex_itemscenter,          <div className=:bg-white rounded-lg shadow-lg p-8 border-l-4 border-blue-500,text-2xl font-bold text-gray-800 mb-6 flex items-center,,,new,,,From           <div className=,55
b2b.contact.textblue600_hovertextblue800_fontsemibold_textlg_u,                    href=:mailto:info@b8shield.com,text-blue-600 hover:text-blue-800 font-semibold text-lg underline,,,new,,,From                     href=,65
b2b.contact.support_hjalp,"              </svg>               {t('contact.support.title', 'Support & Hjälp')}             </h2>:ContactPage.jsx",Support & Hjälp,,,new,,,"From               </svg>               {t('contact.support.title', 'Support & Hjälp')}             </h2>",15
b2b.contact.skicka_era_fragor_till,                <p className=:text-green-700,Skicka era frågor till,,,new,,,From                 <p className=,22
b2b.contact.sa_aterkommer_vi_sa_snart_som_mojligt,                <p className=:text-green-700,så återkommer vi så snart som möjligt,,,new,,,From                 <p className=,37
b2b.contact.fontsemibold_textblue800_mb2_flex_itemscenter_gap2,              <div className=:bg-blue-50 p-4 rounded-lg,font-semibold text-blue-800 mb-2 flex items-center gap-2,,,new,,,From               <div className=,56
b2b.contact.teknisk_support,"                  </svg>                   {t('contact.support.technical.title', 'Teknisk support')}                 </h3>:ContactPage.jsx",Teknisk support,,,new,,,"From                   </svg>                   {t('contact.support.technical.title', 'Teknisk support')}                 </h3>",15
b2b.contact.behover_ni_hjalp_med_portalen_eller_har_tekniska_f,                <p className=:text-blue-700,Behöver ni hjälp med portalen eller har tekniska frågor? Vi hjälper er gärna!,,,new,,,From                 <p className=,77
